Gene ID,Log2Ratio,p-value,Max RPKM
NM_015894,-0.8,0.551,49261.86
NM_030795,0.29,0.838,1.13
NM_004099,-0.54,0.517,72542.42
NM_198194,1.09,0.323,981.27
NM_004809,0.3,0.63,1299.16
NM_013442,0.86,0.177,34459.68
NM_145286,-3.57,0.29,11.88
NM_001144033,-3.56,0.295,11.82
NM_006873,1.34,0.45,391.15
NM_172311,2.77,0.163,79.89
NM_033104,0.0,0.994,58.62
NM_001130162,-3.2,0.00695,4855.89
NM_001130161,-2.16,0.0711,522.39
NM_001130159,-2.04,0.0994,85.72
NM_001130160,-0.3,0.734,28.03
NM_020225,-3.29,0.291,1138.59
NM_178122,-0.85,0.181,486.75
NM_174952,-1.71,0.0371,34.62
NM_144998,-1.1,0.044,26003.79
NM_022369,1.4,0.507,39.29
NM_001142617,2.83,0.224,47.75
NM_001142619,3.18,0.308,83.0
NM_001142618,4.21,0.283,98.8
NM_001142620,9.65,0.34,138.09
NM_182489,-3.45,0.339,24.78
NM_153335,-1.32,0.0395,7650.68
NM_001003788,-1.09,0.0535,2869.59
NM_001003787,-0.47,0.329,983.03
NM_001003786,-0.3,0.752,1414.81
NM_018571,0.75,0.154,10262.38
NM_007178,0.3,0.323,96876.12
NM_018387,-1.42,0.0626,38789.2
NM_153700,-4.69,0.103,56.75
NM_033088,-0.01,0.973,10325.17
NM_001134336,1.16,0.371,3369.99
NM_020704,2.08,0.155,3574.02
NM_003162,-0.46,0.0895,19164.77
NM_001083893,-1.61,0.0963,4234.89
NM_014574,-0.79,0.264,16164.55
NM_001039877,-0.15,0.672,40282.54
NM_013403,0.49,0.254,17914.8
NM_000351,-2.27,0.231,41983.46
NM_152713,0.4,0.524,144641.86
NM_178862,0.62,0.00491,103767.92
NM_005861,-0.76,0.13,15628.79
NM_003765,0.65,0.0636,4840.21
NM_003764,4.13,0.0035,2742.32
NM_177424,0.2,0.598,25597.39
NM_001134772,-1.3,0.133,96484.46
NM_001134773,-0.72,0.254,1579.35
NM_003763,-0.61,0.415,3548.33
NM_001001433,-0.24,0.534,3080.1
NM_017919,-1.39,0.00158,39220.39
NM_016930,-1.31,0.362,4020.33
NM_001001850,-3.27,0.0406,170.31
NM_004603,0.72,0.157,8579.2
NM_052874,-0.18,0.851,2346.89
NM_194356,-0.12,0.808,5420.61
NM_001980,4.25,2.17e-05,24692.52
NM_004177,-1.18,0.0202,42663.81
NM_004604,0.41,0.246,6427.55
NM_003164,-0.11,0.652,635.14
NM_005819,-0.96,0.138,22696.78
NM_003569,0.16,0.554,24298.31
NM_004853,0.68,0.0195,8116.78
NM_001032221,-0.67,0.329,46648.17
NM_003165,0.63,0.44,485.69
NM_006949,-4.05,0.013,14790.74
NM_001127396,-2.64,0.00613,5209.83
NM_007269,0.5,0.181,4334.89
NM_178509,-0.82,0.0676,4630.48
NM_001127715,1.73,0.186,4773.35
NM_139244,2.33,0.0412,23030.43
NM_014980,-2.94,0.119,470.72
NM_014178,0.74,0.493,56.77
NM_018423,-2.73,0.0551,6285.45
NM_145251,-0.24,0.469,32494.23
NM_001130701,1.63,0.372,2637.77
NM_016086,-0.34,0.502,4032.37
NM_006713,0.35,0.524,87892.63
NM_003850,0.06,0.884,14241.04
NM_003849,-0.3,0.575,33037.9
NM_003848,0.03,0.944,46135.8
NM_033050,4.35,0.128,20.45
NM_014283,-1.52,0.0524,11796.87
NM_016227,-1.31,0.00518,44368.61
NM_022491,-1.76,0.000961,96331.53
NM_016169,-0.79,0.102,16660.58
NM_024728,1.98,0.0661,158.81
NM_172231,-0.27,0.516,2583.48
NM_001017392,0.27,0.312,22610.62
NM_014884,0.47,0.0381,16691.42
NM_006704,0.09,0.703,183.62
NM_001130912,1.44,0.124,623.23
NR_003667,0.64,0.327,194.76
NR_003365,-0.73,0.228,573.44
NM_015170,-2.24,0.234,1550.05
NM_001128204,-0.47,0.777,15566.91
NM_001128205,3.87,0.364,38093.53
NM_001128206,4.92,0.351,42290.47
NM_198596,-9.36,0.341,202253.5
NM_018837,-7.99,0.338,54650.73
NM_001161841,-3.68,0.155,4004.61
NM_177529,-6.38,0.00966,7526.83
NM_177534,-4.43,0.0194,16025.27
NM_001055,-3.09,0.121,1236.76
NM_177536,-1.23,0.145,90.37
NM_177530,-0.29,0.71,180.22
NM_001054,-5.12,0.0872,260.13
NM_177528,-2.6,0.0427,1348.43
NM_177552,-1.07,0.635,51.21
NM_003166,-0.36,0.861,134.68
NM_003166,4.47,0.347,20.31
NM_177552,4.62,0.359,151.9
NM_014465,8.79,0.347,441.61
NM_176825,1.07,0.417,31.51
NM_001056,2.04,0.455,53.33
NM_001008743,-3.89,0.347,14.81
NM_006588,-3.61,0.278,45.2
NM_005420,4.84,0.351,1165.04
NM_003167,-0.66,0.015,161.53
NM_177973,-8.48,0.00171,11008.19
NM_004605,-2.77,0.0736,216.28
NM_014351,0.37,0.818,179.82
NM_182760,-0.37,0.531,6856.83
NM_001130069,-0.72,0.491,6503.56
NM_001042470,-0.62,0.432,21212.08
NM_001042469,-0.61,0.347,40865.01
NM_015411,-0.14,0.822,23750.94
NM_001146333,0.02,0.966,578.15
NM_001005781,-0.06,0.884,35060.35
NM_001005782,0.32,0.392,19391.27
NR_002189,-1.04,0.478,28.63
NR_002190,0.09,0.803,3168.0
NM_006937,-0.35,0.239,78963.23
NM_001005849,-0.29,0.206,184.78
NM_006936,0.15,0.728,87774.12
NM_001002255,-0.18,0.408,542.75
NM_025154,0.27,0.801,1166.82
NM_001130965,1.63,0.156,11682.38
NM_015374,1.71,0.155,45307.28
NM_001030019,4.48,0.0386,28.28
NM_152782,4.81,0.0194,36.62
NM_001032386,-2.48,0.0709,11366.69
NM_001032387,-1.79,0.103,6405.09
NM_000456,-1.53,0.136,5143.94
NM_007192,0.92,0.113,115916.87
NM_017569,0.47,0.397,347.43
NM_001014286,0.72,0.493,435.39
NM_001136234,-0.21,0.913,2.76
NM_001136233,-3.82,0.132,14.14
NM_181356,0.11,0.84,313.73
NM_003599,2.19,0.0172,2277.2
NM_001111020,-0.07,0.908,2292.31
NM_003169,-0.04,0.901,51470.69
NM_001130824,0.27,0.64,1178.13
NM_001130825,3.25,0.055,21692.19
NM_003170,0.25,0.475,3502.53
NM_014860,-0.11,0.885,3582.75
NM_003171,0.62,0.122,24289.37
NM_003172,-1.41,0.00894,10422.04
NM_017503,-0.54,0.255,6414.14
NM_033161,0.23,0.434,184239.08
NM_006753,-0.09,0.721,27685.51
NM_022486,0.0,0.992,475.95
NM_019601,-3.47,0.326,32635.32
NM_145006,-5.15,0.165,7668.13
NM_001037175,-6.77,0.105,2653.37
NM_017982,-5.62,0.127,9883.17
NM_015551,5.82,0.075,42945.74
NM_003173,0.07,0.878,17137.22
NM_024670,0.06,0.867,870.89
NM_017635,-1.82,0.00557,14705.29
NM_016028,-1.44,0.213,2866.11
NM_032701,-3.45,0.00131,8572.62
NM_015355,0.24,0.639,21737.67
NR_024187,-0.4,0.487,413.99
NM_014849,4.11,0.199,10190.24
NM_014848,-2.24,0.0586,31.41
NM_014979,-2.29,0.347,4.91
NM_153366,5.46,0.122,1225.18
NM_003174,0.2,0.784,34899.56
NM_021738,2.51,0.0379,2759.54
NM_148893,-1.23,0.039,12350.64
NM_018711,-0.78,0.468,74.25
NM_001139456,-7.13,0.0466,415.07
NM_174959,-6.98,0.0998,308.26
NM_015055,1.12,0.00364,46985.98
NM_001040011,-0.13,0.767,6030.43
NM_175871,-1.75,0.00186,3390.91
NM_017673,-1.0,0.0181,1782.28
NM_001105518,-0.19,0.642,880.12
NM_032796,-1.12,0.0149,39334.27
NM_001099756,-3.99,0.0791,248.76
NM_001099752,-3.34,0.0583,811.56
NM_001099745,-3.18,0.0576,760.64
NM_001099755,-2.87,0.129,153.67
NM_001099747,-2.83,0.0216,664.37
NM_001099749,-2.74,0.0685,173.9
NM_001099746,-2.72,0.209,190.61
NM_017786,-2.72,0.117,406.42
NM_001099748,-2.71,0.0672,641.97
NM_001099754,-2.46,0.0245,544.39
NM_001099753,-2.39,0.0556,535.69
NM_001099751,-2.22,0.022,459.54
NM_001099750,-1.73,0.0825,226.47
NM_001099743,-1.64,0.031,484.75
NM_001099744,-1.38,0.0367,317.54
NM_001129979,-2.46,0.0528,98.65
NM_001105578,-1.24,0.203,465.83
NM_001123225,-2.98,0.0113,24.92
NM_003176,-1.41,0.347,2.66
NM_014258,-4.06,0.16,37494.16
NM_001040274,-1.81,0.323,346.73
NM_153694,8.15,0.347,283.32
NM_033025,3.78,1.25e-05,43852.92
NM_032184,-1.1,0.124,7448.44
NM_207170,0.04,0.726,82.35
NM_015484,0.44,0.0502,15244.74
NR_024156,-7.59,0.00597,2167.28
NM_003177,-6.28,0.00923,1301.82
NR_024155,-6.16,0.0305,893.09
NM_001135052,-4.71,0.00387,386.86
NM_004819,-0.12,0.849,49367.78
NM_006950,-0.95,0.555,2372.59
NM_133499,-0.17,0.849,751.87
NM_003178,3.36,0.145,125.32
NM_133625,5.08,0.0316,75.18
NM_001135774,-2.17,0.365,5.12
NM_133633,-1.18,0.623,4.27
NM_003490,-0.43,0.786,3.86
NM_001161708,1.76,0.235,25421.81
NM_030786,2.17,0.0398,11990.05
NM_001159675,-1.78,0.255,4064.45
NM_001159676,-1.75,0.334,11134.53
NM_001159674,-1.37,0.305,13291.79
NM_001159673,0.43,0.601,27838.35
NM_006372,0.95,0.0691,71259.32
NM_001159677,1.31,0.0693,99310.03
NM_024893,-6.01,0.309,388.61
NM_001105579,2.92,0.242,36.89
NM_015293,-0.5,0.752,1004.51
NM_033071,1.79,0.311,104.69
NM_182961,3.64,0.114,1586.66
NM_133650,4.19,0.176,183.36
NM_015180,-1.82,0.0476,28232.13
NM_182910,-1.45,0.00611,3971.33
NM_182913,-1.38,0.0286,5779.4
NM_182914,-1.17,0.163,14173.65
NM_152592,0.89,0.422,2550.91
NM_001039876,-4.15,0.0233,3288.89
NM_006772,1.03,0.287,3092.65
NM_004711,-4.13,0.00086,41295.05
NM_145738,-1.72,0.0424,2199.49
NM_145731,-0.52,0.319,4853.81
NM_004710,-2.56,0.00704,188832.45
NM_004209,1.85,0.12,6182.12
NM_012451,-3.42,0.115,98.43
NM_001160302,-0.26,0.687,410.91
NM_003895,-0.15,0.848,389.14
NM_001160306,0.48,0.336,10602.27
NM_203446,0.53,0.274,438.66
NM_003898,2.72,0.214,10271.97
NM_018373,-0.88,0.0145,52283.01
NM_145728,0.54,0.493,21280.36
NM_015286,1.8,0.0467,3588.08
NM_007286,1.48,0.267,42247.51
NM_001109974,2.09,0.164,10228.11
NM_133477,-1.79,0.317,3528.81
NM_001128933,-0.65,0.701,8252.42
NM_001128934,0.67,0.701,218.34
NM_001114133,-2.7,0.037,186.68
NM_024875,-1.37,0.0099,75.73
NM_144642,-3.33,0.292,10.27
NM_001130003,-2.24,0.235,4.78
NM_001163546,-1.95,0.217,2593.22
NM_198882,-1.04,0.193,538.09
NM_001163545,-0.81,0.388,3095.24
NM_001163547,-0.68,0.204,595.38
NM_080550,-0.55,0.337,3566.11
NM_001163544,0.11,0.918,3756.88
NM_007247,0.44,0.351,3200.33
NM_003179,0.11,0.922,994.5
NM_182715,-0.02,0.954,103961.57
NM_006754,0.87,0.0719,371.94
NM_001040709,-3.03,0.281,1073.09
NM_033542,-0.32,0.668,18435.79
NR_003189,0.74,0.46,1102.46
NM_001135806,-3.64,0.0402,17183.93
NM_001135805,0.27,0.753,1323.73
NM_005639,0.65,0.56,7975.97
NM_198992,-8.73,0.157,920.81
NM_152280,7.15,0.0885,22786.22
NM_177963,-5.01,0.0526,54878.46
NM_020826,-3.7,0.0515,1195.64
NM_001146261,4.81,0.122,358.66
NM_001146262,4.92,0.08,272.11
NM_153262,5.39,0.0772,369.55
NM_001146264,6.68,0.125,1299.02
NR_027459,7.35,0.149,153.23
NR_027458,11.72,0.235,5060.18
NR_027094,6.66,0.347,101.35
NM_181519,-0.87,0.376,688.07
NM_031912,-0.12,0.934,1228.82
NM_031914,2.94,0.189,617.17
NM_016524,-3.69,0.0352,3112.85
NM_177402,-1.89,0.0372,251.35
NM_001136504,-1.59,0.0782,238.53
NM_001160328,-3.3,0.0379,239.32
NM_032298,-2.32,0.144,585.56
NM_001160329,-2.22,0.186,177.43
NM_020783,1.67,0.183,14.98
NM_003180,-1.21,0.582,2767.27
NM_205848,-4.68,0.271,136.0
NM_004200,-5.6,7.87e-06,94999.94
NM_138567,-6.1,0.309,1509.23
NM_175733,-9.75,0.326,2113.48
NM_032872,-4.14,0.0085,3470.76
NM_206928,-6.57,0.339,38440.41
NM_032943,-4.39,0.356,26508.18
NM_032379,-1.51,0.53,10716.01
NM_206930,-0.85,0.68,4328.08
NM_001162952,-0.63,0.595,1308.56
NM_206927,-0.38,0.799,1303.52
NM_206929,-0.01,0.995,272.12
NM_001162953,1.45,0.374,1611.29
NM_001162951,1.67,0.329,1849.61
NM_001009991,0.65,0.362,483.03
NM_001129896,-3.39,0.0217,5639.52
NM_080737,-2.29,0.0424,4603.21
NM_001163335,-8.99,0.0788,19566.13
NM_138780,-5.34,0.12,1215.04
NM_001163334,-3.36,0.00868,190.66
NM_032431,-1.2,0.07,46359.41
NM_172230,0.15,0.673,25616.32
NM_015609,0.02,0.966,6664.17
NM_001114600,0.08,0.903,13383.91
NM_015284,-0.21,0.684,23478.9
NM_001012961,0.74,0.119,336.24
NM_003181,0.08,0.347,0.95
NM_003967,-1.29,0.347,2.45
NM_175067,-1.24,0.347,2.37
NM_053278,-0.48,0.347,0.72
NM_153497,-0.31,0.463,151.23
NM_006116,0.3,0.389,13218.99
NM_015093,-0.12,0.792,67036.79
NM_152787,-1.24,0.0126,21982.15
NM_013251,0.54,0.774,0.76
NM_001077506,-2.77,0.14,9.76
NM_001077504,-2.72,0.141,9.79
NM_001077503,-2.63,0.206,9.03
NM_001077505,-2.47,0.142,7.91
NM_170685,-2.41,0.179,6.75
NM_001146216,0.32,0.705,5730.75
NM_006283,0.78,0.512,52688.73
NM_001122824,1.38,0.193,26794.72
NM_206862,-4.65,0.00982,5505.95
NM_006997,-0.46,0.725,352.49
NM_206861,-0.43,0.764,334.72
NM_206860,0.52,0.707,1509.9
NM_006342,1.08,0.112,43976.94
NM_016360,-0.91,0.0134,20015.28
NM_015727,-1.73,0.383,173.36
NM_001058,-1.2,0.454,326.48
NM_001057,-0.79,0.034,58.39
NM_001059,-5.73,0.258,508.87
NM_002353,-5.13,0.0105,153936.67
NM_053053,-0.53,0.151,10834.45
NM_133439,-0.23,0.72,876.51
NM_001488,0.49,0.33,610.03
NM_152293,-0.83,0.000278,40665.78
NM_133480,-0.62,0.222,1860.76
NM_006354,0.18,0.636,42151.87
NM_138923,-1.51,0.476,1411.86
NM_004606,-0.11,0.923,12804.59
NM_006284,0.04,0.899,9666.17
NM_005643,-0.06,0.789,16014.96
NM_005644,0.77,0.17,8519.59
NM_001135218,0.87,0.19,1453.08
NM_005645,1.56,0.0535,7267.8
NM_003487,-0.12,0.624,1688.64
NM_139215,-0.06,0.919,44559.61
NM_139352,1.43,0.105,863.73
NM_005681,2.22,0.127,2459.26
NM_005680,0.67,0.411,5066.38
NM_139353,-1.67,0.258,1663.51
NM_005679,-0.8,0.24,19644.52
NM_024116,1.05,0.157,15530.44
NM_153809,-0.93,0.051,6741.15
NM_003184,0.44,0.467,48463.13
NM_031923,-0.06,0.885,9950.52
NM_003185,-0.68,0.124,32289.62
NM_005640,1.13,0.0287,7640.7
NM_006951,1.54,0.0361,9860.7
NM_014409,-0.49,0.285,24915.49
NM_001025247,0.57,0.308,11926.13
NM_139315,0.41,0.542,5720.39
NM_139123,0.51,0.549,1173.32
NM_139122,0.54,0.195,15717.65
NM_005641,0.81,0.103,10429.92
NM_006473,-0.35,0.469,6676.05
NM_005642,-0.33,0.543,100951.87
NM_024885,-0.46,0.72,41.31
NM_138572,1.24,0.322,8907.52
NM_003187,1.11,0.0664,33092.63
NM_001015892,1.53,0.0492,4598.75
NM_015975,-0.26,0.563,27767.02
NM_054114,-1.56,0.523,26.53
NM_152133,-1.5,0.532,25.53
NM_138810,1.54,0.387,4.18
NM_001001522,5.55,0.219,97844.55
NM_003186,11.19,0.217,183174.71
NM_003564,1.05,0.118,209827.63
NM_001008272,2.72,0.294,28.49
NM_013259,3.3,0.257,35.88
NM_001008273,5.93,0.34,89.71
NM_003189,3.99,0.376,127.17
NM_005421,-0.48,0.359,34.58
NM_006755,0.13,0.789,45083.71
NM_138807,-0.41,0.354,171.48
NM_033394,-1.78,0.0207,17073.7
NM_001145909,-0.58,0.289,12953.84
NM_025185,-1.97,0.186,129867.84
NM_152906,-0.86,0.358,2412.64
NM_024562,1.29,0.0485,17662.38
NM_133484,-0.24,0.435,940.1
NM_004180,0.58,0.104,514.3
NM_020791,-0.37,0.264,33076.97
NM_016151,-0.65,0.252,33682.38
NM_004783,-0.44,0.205,26581.87
NM_016281,-0.69,0.174,22895.08
NM_000593,1.05,0.102,47194.65
NM_018833,1.39,0.0203,16113.89
NM_000544,3.32,0.042,48257.3
NM_172209,0.04,0.948,800.07
NM_172208,0.82,0.223,15506.11
NM_003190,1.12,0.0255,166503.3
NM_018009,0.32,0.754,3400.18
NM_153365,-1.34,0.0155,18691.86
NR_027697,-1.2,0.541,4268.37
NR_027696,-0.28,0.41,46046.6
NM_005646,-0.66,0.0513,21691.15
NM_134323,-0.96,0.0672,1540.86
NM_134324,-0.82,0.323,1298.96
NM_004178,0.15,0.821,2382.48
NM_007375,0.36,0.299,147877.01
NM_001003806,-11.1,0.346,2368.74
NM_152295,1.13,0.0349,132067.8
NM_025150,-0.53,0.119,5787.51
NM_152334,-0.63,0.21,3886.35
NM_177541,-1.84,0.345,4.43
NM_177540,-1.31,0.193,8.31
NM_138697,-1.03,0.327,19.4
NM_177539,-0.41,0.717,13.4
NM_152232,2.52,0.347,5.74
NM_152228,-1.94,0.041,863.45
NM_019599,2.73,0.22,18.57
NM_023921,-1.32,0.204,51.89
NM_023920,-3.11,0.0831,73.74
NM_023922,-1.06,0.27,196.52
NM_176888,-1.61,0.215,152.93
NM_176889,-0.72,0.256,968.56
NM_016943,-1.61,0.232,117.67
NM_001097643,-1.86,0.304,69.05
NM_176885,-2.73,0.0877,214.19
NM_176817,0.88,0.675,8.21
NM_176881,-0.99,0.55,4.47
NM_016944,-1.68,0.164,192.36
NM_176882,-3.38,0.23,20.36
NM_176883,-1.09,0.347,2.13
NM_181429,-2.71,0.347,6.54
NM_176884,-1.42,0.132,55.45
NM_176887,-1.49,0.358,41.25
NM_018980,-0.43,0.74,530.45
NM_176890,-2.94,0.204,44.99
NM_177437,-0.11,0.959,2.43
NM_023919,1.03,0.347,2.04
NM_017714,-0.36,0.6,3358.27
NM_000353,-10.17,0.346,214800.14
NM_032026,-0.67,0.297,3103.17
NR_027427,0.05,0.918,2345.2
NM_001146160,1.85,0.0826,301.62
NM_001042553,-1.47,0.248,4039.16
NM_001146171,-1.4,0.108,1354.4
NM_001146170,-0.94,0.162,450.65
NM_001042552,-0.57,0.348,1686.74
NM_001146169,0.11,0.882,256.7
NM_006024,-0.57,0.0976,45243.39
NM_001079864,-0.47,0.175,49674.21
NM_014604,3.31,0.186,21200.55
NR_024048,-0.24,0.579,3921.18
NM_181312,-0.05,0.949,2008.35
NM_000116,-0.02,0.98,1798.48
NM_181311,0.11,0.735,3175.97
NM_181313,0.36,0.542,4011.67
NM_152710,-6.89,0.269,118.56
NM_015173,1.35,0.00052,28313.57
NM_031937,-0.09,0.951,1022.05
NM_015527,-0.14,0.625,40648.26
NM_198517,-2.21,0.0319,72.87
NM_015188,-0.25,0.45,19024.88
NM_018201,-0.27,0.36,23866.62
NM_020773,-0.44,0.216,30582.75
NM_001113363,0.37,0.146,13107.32
NM_001113361,1.74,0.0607,8019.48
NM_001146213,-0.7,0.0558,9475.78
NM_022771,-0.11,0.672,671.01
NM_001146214,-0.04,0.923,11895.2
NR_027449,1.44,0.205,4131.39
NM_019020,-0.89,0.014,39083.41
NM_024682,-12.23,0.142,4797.22
NM_018317,0.64,0.537,830.64
NM_018421,0.25,0.584,753.03
NM_144628,0.36,0.476,18992.89
NM_153356,0.11,0.347,1.08
NM_014346,0.4,0.276,6379.35
NM_017772,0.74,0.0783,5605.86
NM_018309,0.64,0.204,22775.83
NM_020705,-0.56,0.118,28730.58
NM_002536,-0.41,0.431,1490.54
NM_178571,2.41,0.281,31.8
NM_001039397,3.06,0.0626,8.37
NM_015594,-1.47,0.0963,72.27
NM_015079,-0.5,0.494,1902.83
NM_144572,0.03,0.94,24963.06
NM_001123392,-2.03,0.00774,100.62
NM_001040282,-1.83,0.00176,72.14
NM_001001417,-1.35,0.0119,288.62
NM_001001418,-1.25,0.317,15.11
NM_001001418,-1.08,0.0408,56.15
NM_032258,-0.11,0.803,100.05
NM_032258,0.2,0.874,340.45
NM_145647,-0.09,0.915,1557.11
NM_001145088,0.93,0.313,760.01
NM_152730,-0.02,0.972,2979.1
NR_002924,-0.97,0.048,1788.89
NR_027486,-0.84,0.102,147.68
NM_014832,-0.15,0.865,265.21
NM_014744,-0.6,0.108,2226.63
NM_001134380,-0.19,0.637,38540.02
NM_001134381,0.0,0.993,6304.04
NM_001143966,-2.56,0.154,771.12
NM_001143965,-1.63,0.169,650.53
NM_016495,-1.42,0.223,3272.66
NM_001143964,-1.39,0.371,2235.75
NM_001102426,0.08,0.923,7145.89
NM_017752,0.55,0.627,5974.4
NM_198881,1.12,0.418,444.65
NM_015130,-2.33,0.0945,94383.28
NM_198868,-0.62,0.501,1579.5
NM_015043,-0.18,0.685,87836.94
NM_004607,0.09,0.766,31683.63
NM_001281,0.21,0.744,27608.11
NM_003192,0.03,0.921,19182.26
NM_018138,-0.48,0.492,10835.84
NM_001134415,0.64,0.263,1597.26
NM_005993,0.07,0.876,27140.67
NM_001079515,-0.34,0.437,13862.71
NM_003193,0.36,0.372,3463.79
NM_152715,-0.3,0.589,8161.15
NM_001130047,1.2,0.255,4256.79
NM_001163435,-0.76,0.027,8308.12
NM_033115,-0.52,0.36,890.27
NM_001163436,-0.25,0.527,716.31
NM_001163437,0.29,0.566,1432.44
NM_013254,-0.53,0.0815,22926.94
NM_014726,0.13,0.827,8537.61
NM_001139468,-1.63,0.236,6158.87
NM_001139466,-1.02,0.297,12204.0
NM_005647,-0.51,0.444,31506.46
NM_001139467,-0.09,0.872,17270.4
NM_024665,-1.2,0.0883,92814.89
NM_134259,-0.27,0.767,6.55
NM_033284,-0.23,0.812,7.36
NM_134258,0.06,0.942,6.85
NM_012453,-0.65,0.4,7471.36
NM_006453,0.01,0.991,8184.82
NM_003194,0.37,0.408,4459.01
NM_004865,1.64,0.00258,10470.54
NM_199047,0.28,0.895,3.55
NM_006593,-2.69,0.0671,45.38
NR_016021,-0.38,0.534,6422.87
NM_032811,1.15,0.271,8277.52
NM_004749,0.22,0.459,36154.98
NM_030900,0.64,0.137,10306.7
NM_199122,0.77,0.291,2098.71
NM_080646,-2.05,0.158,188.0
NM_080647,-0.52,0.687,3014.7
NM_005992,-0.45,0.632,77.19
NM_005995,-0.62,0.335,13.6
NM_152380,4.95,0.156,1491.36
NM_001080508,8.81,0.124,24265.3
NM_005149,1.3,0.16,967.52
NM_005994,-4.29,0.265,44308.46
NM_001077653,8.03,0.265,260.49
NM_013351,0.26,0.826,17.2
NM_001109878,-5.9,0.31,87.96
NM_001109879,-4.84,0.271,42.93
NM_016954,-3.85,0.367,22.42
NM_005996,0.06,0.952,26609.74
NM_016569,1.22,0.257,6107.05
NM_018488,-2.55,0.3,16.86
NM_080718,6.8,0.347,0.01
NM_181486,0.52,0.589,3.61
NM_000192,1.18,0.345,5.9
NM_080717,1.2,0.341,5.64
NM_004608,-2.79,0.026,952.86
NM_001060,2.12,0.262,2125.61
NM_001061,1.11,0.227,31.61
NM_030984,1.54,0.174,37.87
NM_001130966,4.85,0.335,293.79
NM_001128595,-8.26,0.00068,47590.49
NM_152332,-7.9,0.0781,43575.66
NM_001128596,-2.07,0.000939,765.88
NM_001029839,-0.21,0.729,1368.62
NM_173826,-0.07,0.955,1080.75
NM_001029840,0.3,0.608,5503.71
NR_002947,-1.86,0.213,998.4
NM_003673,-2.1,0.301,633.11
NM_201437,0.22,0.593,20013.24
NM_006756,1.05,0.00716,6662.05
NM_198723,-1.97,0.0174,250.04
NM_003195,-0.71,0.247,7752.09
NM_003196,-3.96,0.0547,11947.5
NM_004780,-0.46,0.469,8850.67
NM_001006640,-0.21,0.73,1665.67
NM_001006639,-0.05,0.69,784.8
NM_080390,-0.85,0.243,66.48
NM_032926,-0.53,0.558,4972.85
NM_001006933,-0.1,0.761,6132.69
NM_024863,-0.87,0.277,35919.23
NM_001006936,-0.61,0.239,5840.37
NM_001006937,-0.3,0.718,6242.76
NM_001012979,-0.3,0.517,215.23
NM_001006938,-0.26,0.532,1065.06
NM_152278,-0.89,0.695,4.44
NM_153333,-0.48,0.539,15020.88
NM_001006684,0.06,0.919,1577.18
NM_152634,-2.79,0.0148,1526.09
NM_153035,0.4,0.303,9068.37
NM_005648,0.55,0.309,12479.37
NM_207013,-0.25,0.257,17440.42
NM_007108,0.09,0.755,11624.72
NM_003198,0.6,0.0649,71342.81
NM_016427,-3.01,0.0115,75.93
NM_001100817,-5.71,0.195,52.33
NM_145653,-2.64,0.221,18.03
NM_006706,0.34,0.242,5580.41
NM_001040006,0.74,0.00148,50373.69
NM_174937,-7.48,0.277,467.84
NM_003205,-1.02,0.417,8931.49
NM_207037,-0.17,0.801,12520.09
NM_207036,0.03,0.965,10003.84
NM_207040,0.3,0.626,1972.69
NM_207038,0.36,0.492,9434.63
NM_004609,-2.88,0.384,86.69
NM_001077511,0.09,0.941,8384.33
NM_007109,1.23,0.0343,47622.16
NM_005650,-0.23,0.55,6986.01
NM_181492,0.7,0.0371,25060.71
NM_198392,0.24,0.89,23.18
NM_003206,4.11,0.347,17.23
NM_014972,-0.83,0.0528,49132.86
NM_001136139,0.49,0.189,20453.05
NM_003200,0.56,0.188,32768.58
NM_001083962,4.63,0.00649,2979.68
NM_003199,4.66,0.0599,3539.09
NM_213648,2.99,0.236,1517.1
NM_201633,3.87,0.3,115.92
NM_001134851,3.94,0.337,1755.59
NM_001134852,4.54,0.15,3120.89
NM_201634,4.68,0.28,2579.03
NM_201632,5.64,0.233,9815.31
NM_003202,5.87,0.212,5119.14
NM_031283,-0.72,0.565,13427.48
NM_001146285,-1.01,0.22,723.58
NM_030756,-0.99,0.277,1761.97
NM_001146284,-0.26,0.647,510.21
NM_001146283,0.27,0.764,629.35
NM_001146286,0.88,0.315,1775.85
NM_001146274,1.32,0.149,3739.89
NM_006602,-1.53,0.108,2249.5
NM_007113,-2.26,0.379,637.75
NM_001008536,-2.77,0.0693,6.84
NM_032300,-0.09,0.903,743.14
NM_001143852,-0.03,0.949,8702.8
NM_006053,0.35,0.596,20885.98
NM_006019,0.63,0.327,6770.02
NM_021966,-2.36,0.063,5.12
NM_001098725,-2.33,0.0606,5.04
NM_004918,1.94,0.304,56.82
NM_199206,4.58,0.16,105.36
NM_020552,-0.41,0.823,21.64
NM_020554,-0.26,0.886,4.88
NM_014418,0.0,0.999,62.47
NM_020550,0.16,0.906,54.73
NM_012468,1.75,0.39,170.38
NM_001062,-10.41,0.347,142931.02
NM_000355,3.55,0.0811,1315.49
NM_001135243,1.07,0.0287,18447.44
NM_000356,1.44,0.0365,13304.71
NM_001008656,1.53,0.0381,16760.37
NM_001135245,1.59,0.0855,13520.47
NM_001008657,1.78,0.0116,5521.32
NM_001135244,1.81,0.0243,14140.89
NM_030752,1.44,0.00856,195596.53
NM_001008897,2.29,0.384,6358.0
NM_144659,-2.12,0.00168,887.66
NM_018679,1.42,0.171,6.31
